0.37,456,12680,-8376,30.32,-263,-293,-90,
457,-464,12676,-84,-8412,30.41,-186,-240,-199
456,-456,12680,-8376,30.32,-263,-293,-90,
457,-464,12676,-84,-8412,30.41,-186,-240,-199
456,-456,12680,-8376,30.32,-263,-293,-90,
457,-464,12676,-8,,,,,
Sample,aX,aY,az,Temp,gX,gY,gz                                                   ,
1,-4236,18380,4912,30.32,815,-2957,278,
2,-3308,17476,3668,30.37,2568,254,-690,
3,-2092,22464,-536,30.37,-12747,9249,-10000,
4,-6264,16292,5488,30.41,-2101,1180,-8388,
5,-8188,13956,2152,30.41,4869,-6424,-2621,
6,-5904,15808,1768,30.41,-3358,-3616,3612,
7,-5616,16244,1580,30.41,-2654,-3688,4605,
8,-5316,13628,2428,30.32,-3467,-2165,2123,
9,-4808,16076,3992,30.32,144,-4075,662,
10,-3908,14516,3916,30.37,3265,-5945,806,
11,-3936,15912,2224,30.37,214,-3827,-1009,
12,-5248,16148,4192,30.37,-1477,-4325,-1083,
13,-4828,15188,3496,30.27,98,-3902,531,
14,-4432,14980,3992,30.41,-234,-1193,446,
15,-4552,15324,4252,30.32,-44,-628,114,
16,-4400,15232,3740,30.32,-202,-600,894,
17,-4004,15764,3804,30.46,-295,-289,1108,
18,-3968,15796,3596,30.37,-210,155,757,
19,-3660,15800,3612,30.32,-268,288,214,
20,-3336,15364,3964,30.41,-544,-49,42,
21,-3388,15908,4048,30.37,-152,-263,-162,
22,-3840,15620,3740,30.32,-392,261,-460,
23,-4068,15820,3492,30.37,-291,479,-239,
24,-4104,15492,3444,30.32,-320,407,-164,
25,-4232,15548,3688,30.41,-764,265,18,
26,-4008,15560,3724,30.41,-589,151,95,
27,-3892,15516,3684,30.32,-473,-57,9,
28,-3956,15488,3772,30.22,-413,-50,-171,
29,-4112,15440,3756,30.37,-427,-92,-32,
30,-4012,16112,3848,30.32,-278,-165,38,
31,-3844,15252,3716,30.27,-359,-106,-130,
32,-4184,15284,3996,30.41,-295,-400,-197,
33,-4120,15624,3676,30.41,32,-1189,227,
34,-4132,15824,3748,30.37,339,-1313,304,
35,-3864,16172,3336,30.41,42,-1416,216,
36,-3976,15544,3784,30.41,-472,-900,-108,
37,-3736,15584,3720,30.41,-206,-1001,154,
38,-3628,15724,3668,30.37,-468,-574,-94,
39,-3600,15632,3692,30.41,-401,-543,-113,
40,-3488,15612,3740,30.32,-575,,,
Sample,aX,aY,az,Temp,gX,gY,gz                                                   ,
1,-3764,15672,4004,30.32,-619,-588,-164,
2,-3696,15612,4392,30.37,-673,-557,-490,
3,-3744,15684,3924,30.32,-539,-554,-390,
4,-4000,15700,4364,30.37,-838,-393,-849,
5,-4200,15272,4228,30.32,-460,-450,-316,
6,-4288,15616,4032,30.41,-546,-347,-420,
7,-4064,15272,4272,30.37,-907,-69,-628,
8,-4172,15592,4360,30.32,-130,-757,89,
9,-4096,15312,4248,30.32,-647,-320,-185,
10,-4068,15572,4096,30.27,-1175,5,-321,
11,-4568,15804,4796,30.32,-1761,-400,-327,
