,-4,-710,192,,,,,,
504,8516,13620,-2108,31.78,-492,-30,-159,,
505,8508,13644,-2240,31.78,-462,-109,-189,,
506,8476,13724,-2448,31.68,-140,-173,119,,
507,8496,13600,-2200,31.73,68,-139,-268,,
508,8620,13680,-2248,31.78,-604,-576,-72,,
509,8488,13556,-2404,31.64,-381,-617,91,,
510,8388,13612,-2388,31.78,-380,-709,-166,,
511,8384,13548,-2456,31.73,-210,-710,-224,,
512,8368,13628,-2404,31.73,-121,-506,-136,,
513,8416,13600,-2544,31.78,-118,-45,-238,,
514,8368,13604,-2416,31.82,-129,272,-479,,
515,8520,13584,-2348,31.73,-24,527,-531,,
516,8440,13596,-2452,31.73,-129,543,-307,,
517,8444,13532,-2576,31.73,-269,648,-181,,
518,8368,13584,-2368,31.73,-403,474,-339,,
519,8540,13604,-2496,31.64,-165,380,-106,,
520,8464,13668,-2352,31.73,-580,-75,81,,
521,8444,13596,-2464,31.73,-252,-141,-40,,
522,8596,13728,-2296,31.73,-446,-322,-45,,
523,8400,13580,-2332,31.82,-579,-402,78,,
524,8436,13624,-2332,31.78,-534,-425,29,,
525,8584,13572,-2452,31.78,-557,-374,11,,
526,8524,13648,-2248,31.82,-624,-365,116,,
527,8600,13556,-2516,31.82,-655,-132,56,,
528,8600,13560,-2468,31.64,-514,-34,-106,,
529,8576,13624,-2456,31.82,-564,-151,1,,
530,8512,13440,-2388,31.82,-346,-157,-220,,
531,8704,13612,-2272,31.73,-416,-214,-53,,
532,8600,13524,-2160,31.73,-451,-410,-306,,
533,8640,13580,-2216,31.73,-428,-475,-284,,
534,8596,13568,-2128,31.78,-436,-674,-121,,
535,8420,13616,-2272,31.82,-423,-802,-153,,
536,8428,13560,-2208,31.82,-172,-737,-276,,
537,8488,13664,-2072,31.68,-661,-797,-487,,
538,8344,13868,-1728,31.78,-856,-723,-641,,
539,8448,13828,-2176,31.73,-1431,-731,-28,,
540,8324,13804,-2056,31.73,-1347,-362,-279,,
541,8288,13736,-2164,31.78,-747,160,-326,,
542,8392,13900,-1888,31.68,-898,-16,-502,,
543,8292,13896,-2088,31.78,-908,200,-53,,
544,8384,13880,-1888,31.78,-753,196,113,,
545,8380,13940,-1908,31.78,-382,-16,134,,
546,8260,13876,-1932,31.78,-337,-203,167,,
547,8496,13872,-1888,31.78,-213,-136,-95,,
548,8264,13876,-1944,31.78,-99,-102,-22,,
549,8336,13968,-1880,31.78,-191,-322,-164,,
550,8240,13888,-2104,31.82,173,-399,-202,,
551,8380,13864,-1996,31.73,-35,-294,-284,,
552,8372,13824,-1984,31.73,-34,-230,-236,,
553,8408,13848,-1916,31.64,-185,-228,-129,,
554,8224,13872,-1848,31.68,-251,-152,22,,
555,8268,13772,-1772,31.73,-331,-34,-127,,
556,8252,14012,-2020,31.73,-461,150,-26,,
557,8200,13812,-2020,31.73,-349,313,-328,,
558,8296,13880,-2080,31.82,-453,158,45,,
559,8156,13968,-2064,31.82,-269,-70,15,,
560,8184,13888,-2020,31.78,84,345,-620,,
561,8292,13824,-2044,31.64,54,384,-698,,
562,8404,13812,-2160,31.64,-76,21,-333,,
563,8212,13772,-2068,31.78,-259,-438,35,,
564,8352,13724,-2192,31.68,103,-294,-169,,
565,8432,13748,-2104,31.78,-152,-325,-534,,
566,8348,13732,-2552,31.82,-227,-691,381,,
567,8284,13836,-2264,31.82,-84,-837,173,,
568,8240,13684,-2352,31.82,72,-403,16,,
569,8232,13708,-2312,31.68,-39,-531,-22,,
570,8396,13676,-2492,31.87,-271,-488,74,,
571,8252,13632,-2500,31.82,-174,-708,182,,
572,8372,13764,-2584,31.73,-178,-497,314,,
573,8360,13576,-2644,31.78,-58,-347,167,,
574,8424,13596,-2464,31.82,-157,-224,66,,
575,8440,13568,-2648,31.82,-281,-120,184,,
576,8556,13448,-2452,31.73,-220,-55,174,,
577,8632,13688,-2160,31.82,-360,6,111,,
578,8580,13472,-2312,31.78,-643,107,-313,,
579,8628,13620,-2580,31.68,-926,-139,247,,
580,8524,13632,-2332,31.73,-1036,-338,809,,
581,8468,13564,-2648,31.82,-391,77,-42,,
582,8728,13612,-2480,31.82,-350,46,-155,,
583,8616,13568,-2504,31.92,-561,-165,4,,
584,8660,13564,-2492,31.78,-357,-141,53,,
585,8604,13548,-2332,31.78,-275,-176,-226,,
586,8748,13476,-2360,31.73,-210,-178,-130,,
587,8696,13540,-2376,31.78,-135,-299,-278,,
588,8688,13504,-2384,31.78,-166,-234,-331,,
589,8588,13484,-2396,31.82,-182,-203,-27,,
590,8736,13476,-2396,31.73,-458,-320,-120,,
591,8616,13524,-2508,31.68,-332,-78,-225,,
592,8600,13448,-2508,31.78,-441,-233,-112,,
593,8596,13508,-2440,31.73,-351,-173,-162,,
594,8508,13604,-2424,31.73,-532,-117,-122,,
595,8624,13484,-2432,31.78,-447,-143,-150,,
596,8648,13576,-2432,31.73,-438,-182,-103,,
597,8688,13680,-2332,31.82,-340,-221,-109,,
598,8592,13544,-2472,31.68,-382,-159,-55,,
599,8564,13608,-2200,31.82,-257,-171,-119,,
600,8560,13600,-2268,31.73,-218,-67,-118,,
601,8536,13520,-2416,31.78,-371,-92,-221,,
602,8580,13552,-2300,31.78,-170,13,-362,,
603,8660,13492,-2384,31.82,-358,-44,-263,,
604,8632,13512,-2612,31.78,-274,30,-398,,
605,8608,13552,-2408,31.82,-284,-56,-234,,
606,8724,13612,-2376,31.87,-386,-137,-169,,
607,8564,13532,-2476,31.78,-373,-56,-247,,
608,8656,13488,-2352,31.78,-396,-212,-169,,
609,8612,13568,-2340,31.73,-471,-382,31,,
610,8396,13600,-2408,31.82,-246,-247,-201,,
611,8656,13628,-2604,31.68,-281,-337,-22,,
612,8524,13556,-2372,31.87,-243,-338,-150,,
613,8772,13588,-2564,31.78,-116,-262,179,,
614,8576,13488,-2560,31.82,-60,-245,146,,
615,8540,13572,-2364,31.87,-246,-64,-131,,
616,8712,13512,-2520,31.82,-276,34,74,,
617,8656,13436,-2472,31.78,-350,-38,13,,
618,8608,13472,-2388,31.73,-514,5,-130,,
619,8628,13540,-2496,31.82,-337,-47,-72,,
620,8664,13568,-2304,31.68,-557,-118,-161,,
621,8628,13524,-2540,31.82,-363,-67,-78,,
622,8500,13604,-2400,31.73,-169,-157,-304,,
623,8660,13528,-2380,31.73,1316,973,-99,,
624,8664,13268,-2640,31.82,589,222,-656,,
625,8588,13404,-2412,31.82,-638,-342,-245,,
626,8672,13472,-2560,31.87,-594,-482,-88,,
627,8660,13532,-2536,31.68,-931,-408,-121,,
628,8596,13472,-2468,31.73,-807,-438,-123,,
629,8700,13636,-2524,31.73,-854,-394,25,,
630,8608,13584,-2608,31.82,-409,-37,-161,,
631,8664,13536,-2328,31.78,-517,-104,-9,,
632,8596,13500,-2216,31.82,-535,-123,-9,,
633,8520,13448,-2380,31.73,-398,-84,-40,,
634,8540,13492,-2464,31.82,-323,-138,-34,,
635,8728,13564,-2536,31.78,-279,-204,-95,,
636,8748,13532,-2492,31.78,194,29,-95,,
637,8844,13420,-2336,31.73,281,-151,-227,,
638,8756,13312,-2524,31.82,-297,-263,-194,,
639,8736,13432,-2636,31.78,-46,-339,-165,,
640,8684,13368,-2332,31.78,-213,-473,-105,,
641,8584,13504,-2744,31.82,-365,-290,-78,,
642,8676,13276,-2756,31.73,-275,-196,-81,,
643,8688,13360,-2588,31.82,-568,-368,-1,,
644,8680,13464,-2404,31.82,-674,-164,-90,,
645,8724,13520,-2576,31.82,-557,-126,-127,,
646,8568,13524,-2588,31.87,-428,-156,-168,,
647,8696,13436,-2588,31.82,-486,-240,-46,,
648,8632,13480,-2556,31.82,-558,-269,-103,,
649,8640,13452,-2628,31.78,-360,-259,-120,,
650,8692,13512,-2468,31.78,-492,-274,-94,,
651,8672,13444,-2456,31.82,-402,-319,-49,,
652,8584,13492,-2508,31.73,-417,-298,-40,,
653,8656,13404,-2276,31.82,-432,-262,-133,,
654,8620,13448,-2304,31.73,-414,-164,-68,,
655,8660,13448,-2496,31.78,-234,44,-143,,
656,8640,13476,-2400,31.78,-323,-137,-177,,
657,8572,13504,-2396,31.87,-497,-302,-121,,
658,8636,13476,-2472,31.82,-321,-135,-206,,
659,8744,13472,-2412,31.78,-325,-194,-156,,
660,8664,13560,-2396,31.87,-349,-264,-207,,
661,8724,13532,-2652,31.82,-362,-331,-65,,
662,8620,13512,-2528,31.82,-291,-333,-26,,
663,8668,13500,-2472,31.73,-513,-372,1,,
664,8672,13516,-2536,31.73,-347,-221,-47,,
665,8696,13468,-2444,31.82,-462,-381,-27,,
666,8640,13468,-2620,31.73,-504,-151,-178,,
667,8684,13488,-2544,31.87,-162,-52,-327,,
668,8700,13496,-2396,31.73,-327,-188,-146,,
669,8636,13592,-2448,31.73,-334,-216,-88,,
670,8604,13428,-2632,31.87,-394,-233,-96,,
671,8556,13512,-2712,31.78,-177,-197,-167,,
672,8760,13444,-2352,31.82,-204,-354,-139,,
673,8620,13368,-2756,31.82,-294,-409,152,,
674,8656,13420,-2636,31.73,-323,-287,-106,,
675,8760,13392,-2584,31.78,-319,-262,-84,,
676,8640,13476,-2624,31.78,-491,-305,-43,,
677,8560,13528,-2512,31.87,-440,-223,-43,,
678,8676,13368,-2752,31.68,-282,-88,-115,,
679,8668,13436,-2432,31.82,-319,-112,-218,,
680,8664,13428,-2512,31.82,-361,-159,-94,,
681,8632,13484,-2552,31.82,-386,-62,-205,,
682,8652,13504,-2580,31.78,-372,-96,-227,,
683,8796,13404,-2476,31.68,-488,-208,-79,,
684,8760,13480,-2564,31.87,-356,-188,95,,
685,8628,13544,-2560,31.87,-373,-243,-124,,
686,8784,13460,-2508,31.78,-330,-171,-30,,
687,8740,13400,-2576,31.82,-446,-281,87,,
688,8696,13400,-2584,31.78,-339,-101,-158,,
689,8704,13416,-2424,31.82,-416,-128,-115,,
690,8812,13424,-2576,31.82,-368,-120,-162,,
691,8720,13484,-2620,31.87,-365,-151,-99,,
692,8728,13496,-2384,31.78,-430,-148,-53,,
693,8684,13388,-2356,31.82,-368,-226,-148,,
694,8716,13456,-2480,31.82,-467,-211,-98,,
695,8728,13432,-2608,31.87,-420,-307,25,,
696,8724,13428,-2600,31.82,-521,-284,-91,,
697,8832,13452,-2520,31.78,-345,-246,-191,,
698,8816,13448,-2580,31.87,-481,-372,-49,,
699,8680,13404,-2420,31.68,-419,-261,-142,,
700,8708,13424,-2488,31.82,-357,-174,-166,,
701,8768,13464,-2460,31.87,-332,-217,-192,,
702,8848,13416,-2520,31.87,-386,-243,-124,,
703,8788,13348,-2524,31.82,-377,-192,-123,,
704,8772,13424,-2512,31.78,-383,-181,-225,,
705,8808,13472,-2420,31.78,-445,-294,-152,,
706,8780,13388,-2520,31.82,-286,-173,-77,,
707,8868,13492,-2452,31.73,-474,-192,14,,
708,8640,13424,-2492,31.92,-349,-143,-133,,
709,8704,13476,-2368,31.82,-345,-69,-27,,
710,8752,13340,-2580,31.82,-421,-139,-118,,
711,8644,13512,-2320,31.82,-322,-197,-109,,
712,8828,13436,-2468,31.78,-292,-169,-128,,
713,8804,13432,-2488,31.73,-363,-251,-98,,
714,8836,13440,-2472,31.82,-275,-254,-40,,
715,8804,13404,-2316,31.78,-287,-339,-206,,
716,8852,13484,-2560,31.87,-525,-460,91,,
717,8644,13420,-2524,31.87,-388,-358,-71,,
718,8820,13464,-2472,31.87,-268,-252,-88,,
719,8788,13436,-2444,31.82,-353,-247,-119,,
720,8708,13540,-2452,31.82,-315,-126,-184,,
721,8748,13436,-2508,31.78,-324,-26,-214,,
722,8676,13460,-2488,31.87,-339,-123,-206,,
723,8804,13428,-2480,31.82,-443,-136,-135,,
724,8824,13468,-2352,31.78,-387,-178,-147,,
725,8740,13432,-2560,31.87,-415,-165,-139,,
726,8792,13484,-2416,31.82,-402,-222,-106,,
727,8756,13536,-2308,31.82,-483,-338,116,,
728,8668,13388,-2524,31.78,-352,-255,-84,,
729,8780,13428,-2548,31.78,-272,-133,-143,,
730,8652,13308,-2544,31.73,-415,-257,-39,,
731,8680,13476,-2540,31.73,-298,-126,-194,,
732,8752,13424,-2480,31.78,-363,-151,-158,,
733,8724,13412,-2376,31.82,-333,-184,-194,,
734,8752,13416,-2364,31.82,-356,-208,-92,,
735,8736,13440,-2476,31.78,-342,-196,-147,,
736,8760,13364,-2628,31.78,-372,-211,-118,,
737,8712,13464,-2324,31.82,-390,-209,-114,,
738,8820,13480,-2332,31.82,-462,-323,-62,,
739,8760,13352,-2464,31.82,-366,-195,-108,,
740,8756,13336,-2220,31.87,-343,-141,-119,,
741,8740,13512,-2528,31.73,-427,-192,-68,,
742,8824,13368,-2488,31.82,-286,-52,-165,,
743,8804,13400,-2504,31.82,-369,-160,-134,,
744,8704,13516,-2524,31.64,-424,-204,-177,,
745,8672,13408,-2416,31.87,-403,-219,-6,,
746,8760,13400,-2484,31.82,-349,-147,-188,,
747,8728,13320,-2448,31.78,-406,-196,-87,,
748,8720,13504,-2340,31.82,-382,-178,-179,,
749,8780,13476,-2524,31.92,-520,-295,9,,
750,8728,13428,-2520,31.82,-373,-194,-103,,
751,8704,13460,-2448,31.92,-403,-145,-162,,
752,8748,13424,-2380,31.87,-379,-169,-135,,
753,8796,13460,-2436,31.82,-441,-76,-220,,
754,8812,13440,-2480,32.01,-351,-104,-252,,
755,8736,13460,-2292,31.82,-621,-271,-41,,
756,8780,13480,-2496,31.78,-371,-142,-165,,
757,8656,13504,-2332,31.87,-294,-250,-197,,
758,8684,13488,-2360,31.73,-475,-309,-78,,
759,8756,13436,-2264,31.82,-308,-260,-123,,
760,8836,13564,-2248,31.87,-503,-264,-107,,
761,8752,13448,-2456,31.87,-376,-292,-163,,
762,8864,13460,-2376,31.82,-312,-237,-44,,
763,8728,13472,-2520,32.01,-367,-325,-55,,
764,8724,13444,-2404,31.92,-320,-215,-91,,
765,8728,13512,-2448,31.82,-342,-175,-149,,
766,8756,13420,-2464,31.87,-309,-192,-145,,
767,8732,13476,-2352,31.82,-366,-167,-148,,
768,8684,13480,-2432,31.82,-326,-127,-181,,
769,8704,13404,-2316,31.87,-254,-159,-199,,
770,8748,13432,-2360,31.82,-359,-253,-204,,
771,8652,13560,-2492,31.87,-235,-169,-109,,
772,8656,13404,-2384,31.78,-320,-125,-194,,
773,8804,13480,-2496,31.92,-68,168,-225,,
774,8560,13456,-2220,31.82,-142,190,-228,,
775,8608,13524,-2484,31.92,-259,-149,-193,,
776,8740,13448,-2388,31.87,-383,-211,-122,,
777,8716,13468,-2356,31.87,-406,-42,-152,,
778,8708,13424,-2464,31.82,-450,-63,-168,,
779,8684,13516,-2288,31.82,-426,-112,-106,,
780,8740,13476,-2444,31.73,-418,-102,-159,,
781,8740,13444,-2388,31.78,-446,-137,-56,,
782,8660,13420,-2480,31.82,-277,-129,-3,,
783,8696,13504,-2136,31.87,-465,-185,-68,,
784,8700,13428,-2400,31.82,-353,-247,27,,
785,8776,13556,-2364,31.82,-408,-233,-94,,
786,8792,13536,-2444,31.82,-325,-199,-175,,
787,8748,13480,-2520,31.87,-331,-267,-199,,
788,8728,13504,-2236,31.82,-382,-299,-215,,
789,8564,13476,-2348,31.82,-413,-330,-198,,
790,8680,13464,-2432,31.87,-456,-231,-200,,
791,8600,13532,-2484,31.82,-264,-271,-149,,
792,8680,13620,-2380,31.82,-391,-250,-177,,
793,8624,13492,-2472,31.78,-299,-128,-269,,
794,8676,13572,-2404,31.82,-382,-187,-101,,
795,8716,13516,-2452,31.82,-318,-212,-84,,
796,8588,13536,-2272,31.92,-263,-110,-160,,
797,8588,13456,-2620,31.78,-324,-181,-156,,
798,8688,13464,-2492,31.82,-322,-214,-74,,
799,8636,13504,-2428,31.82,-354,-120,-68,,
800,8708,13460,-2424,31.87,-407,-183,-47,,
801,8588,13476,-2264,31.78,-457,-262,-7,,
802,8676,13456,-2224,31.87,-326,-209,-19,,
803,8680,13472,-2344,31.87,-440,-171,26,,
804,8644,13500,-2232,31.97,-486,-192,18,,
805,8624,13500,-2444,31.78,-410,-150,25,,
806,8800,13468,-2500,31.78,-428,-171,-64,,
807,8852,13396,-2284,31.87,-425,-94,-39,,
808,8676,13400,-2360,31.87,-425,-131,-154,,
809,8792,13408,-2364,31.82,-421,-118,-57,,
810,8772,13404,-2312,31.82,-402,-183,-63,,
811,8728,13468,-2252,31.82,-412,-124,-71,,
812,8700,13416,-2252,31.87,-370,-120,-196,,
813,8824,13496,-2292,31.78,-549,-273,-59,,
814,8740,13408,-2116,31.78,-439,-243,-111,,
815,8800,13568,-2224,31.92,-457,-198,-134,,
816,8688,13520,-2232,31.78,-350,-225,-153,,
817,8776,13508,-2328,31.87,-447,-139,-165,,
818,8728,13388,-2252,31.73,-424,-135,-191,,
819,8796,13480,-2144,31.82,-384,-173,-190,,
820,8712,13472,-2128,31.82,-355,-218,-154,,
821,8708,13504,-2192,31.82,-443,-287,-103,,
822,8728,13500,-2096,31.87,-456,-262,-177,,
823,8788,13572,-2152,31.82,-612,-381,-118,,
824,8620,13628,-2204,31.92,-474,-375,-231,,
825,8708,13516,-2192,31.78,-563,-420,-65,,
826,8660,13536,-2072,31.87,-530,-471,-224,,
827,8784,13556,-2080,31.82,-596,-500,-221,,
828,8696,13624,-1896,31.82,-843,-686,-29,,
829,8668,13596,-2076,31.97,-855,-770,-7,,
830,8712,13556,-1960,31.87,-969,-773,-65,,
831,8556,13572,-1936,31.78,-1083,-932,-22,,
832,8660,13612,-2156,31.78,-949,-833,-106,,
833,8628,13684,-2088,31.82,-838,-797,-181,,
834,8496,13700,-2084,31.82,-588,-743,-27,,
835,8588,13776,-2064,31.87,-564,-661,-7,,
836,8544,13740,-2236,31.87,-393,-433,-237,,
837,8532,13616,-2076,31.82,-289,-273,-338,,
838,8544,13748,-2132,31.87,-288,-235,-50,,
839,8596,13648,-2128,31.97,-177,-48,-191,,
840,8564,13560,-2168,31.87,-23,76,-251,,
841,8540,13688,-2116,31.87,153,142,-308,,
842,8648,13644,-2340,31.87,-16,122,-129,,
843,8624,13600,-2112,31.87,-18,39,101,,
844,8544,13632,-2248,31.82,66,227,-140,,
845,8680,13504,-2356,31.78,-110,130,-201,,
846,8624,13628,-2188,31.87,-90,-31,16,,
847,8520,13628,-2368,31.82,-240,-126,56,,
848,8552,13628,-2184,31.82,-164,-90,-48,,
849,8624,13656,-2504,31.92,-174,-35,-216,,
850,8532,13572,-2304,31.92,-263,16,-160,,
851,8556,13512,-2464,31.82,-193,-45,-110,,
852,8504,13628,-2268,31.82,-144,-8,-69,,
853,8492,13520,-2280,31.82,-301,148,-75,,
854,8556,13512,-2452,31.82,-47,321,-175,,
855,8696,13544,-2296,31.87,-169,298,-261,,
856,8628,13516,-2404,31.82,-169,204,-105,,
857,8724,13476,-2268,31.92,-207,142,-101,,
858,8648,13596,-2172,31.92,-190,362,-153,,
859,8596,13456,-2264,31.92,-174,367,-170,,
860,8760,13456,-2180,31.82,-225,300,-137,,
861,8868,13552,-2112,31.78,-236,338,-77,,
862,8672,13584,-2264,31.82,-317,357,-24,,
863,8668,13512,-2048,31.92,-232,254,-10,,
864,8736,13496,-2128,31.82,-165,363,-132,,
865,8756,13444,-2176,31.87,-270,233,-213,,
866,8796,13520,-2096,31.78,-326,129,-108,,
867,8884,13548,-1988,31.92,-382,-1,-193,,
868,8900,13508,-2000,31.87,-388,19,-155,,
869,8912,13532,-1948,31.78,-431,-151,-130,,
870,8856,13532,-2044,31.92,-489,-108,18,,
871,8840,13560,-1908,31.82,-458,-42,-17,,
872,9024,13576,-2208,31.92,-281,194,-170,,
873,8904,13436,-1860,31.82,-330,266,-186,,
874,8944,13464,-1916,31.82,-296,388,-306,,
875,8976,13608,-1992,31.87,-264,599,-176,,
876,8940,13552,-1804,31.78,-252,603,-511,,
877,8904,13620,-2056,31.87,-169,681,-387,,
878,8944,13536,-1752,31.82,-199,521,-524,,
879,8932,13652,-1768,31.82,-336,279,-422,,
880,8924,13588,-1564,31.87,-131,211,-469,,
881,8928,13568,-1680,31.87,-356,1,-220,,
882,8976,13688,-1848,31.82,-439,-100,-144,,
883,8884,13708,-1656,31.97,-487,-251,-182,,
884,8708,13724,-1896,31.82,-257,-242,120,,
885,8880,13616,-1808,31.82,-112,-382,666,,
886,8836,13556,-1704,31.92,-647,-906,811,,
887,8780,13568,-1932,31.82,-661,-822,76,,
888,8832,13560,-1804,31.82,-352,-599,-185,,
889,8728,13256,-1388,31.87,-1205,-1259,-270,,
890,9032,13928,-1724,31.82,-1230,-1025,661,,
891,8856,13556,-2364,31.87,-248,-628,1190,,
892,8860,13296,-2044,31.92,-261,-458,771,,
893,9000,13472,-1704,31.92,-309,-563,-193,,
894,9184,13436,-1864,31.82,402,-67,-747,,
895,9044,13224,-1376,31.82,1,-1208,-1718,,
896,9364,13320,-1444,31.87,-2254,-2165,261,,
897,8780,13296,-2336,31.82,-1909,-1469,355,,
898,8756,13732,-2040,31.87,-1391,-873,27,,
899,8692,13916,-1856,31.97,-285,-676,103,,
900,8788,13440,-1952,31.82,59,-726,90,,
901,8728,13580,-1704,31.87,69,-387,-252,,
902,8804,13560,-1628,31.87,68,28,-54,,
903,8956,13484,-1996,31.87,-49,-251,-19,,
904,8928,13444,-2048,31.87,-243,-889,-181,,
905,8944,13368,-1744,31.82,-385,-842,-122,,
906,8872,13516,-1936,31.92,-271,-329,3,,
907,8904,13552,-1984,31.82,-405,-184,-78,,
908,8912,13760,-1868,31.92,-191,9,9,,
909,8888,13548,-2468,31.82,508,476,-404,,
910,8964,13500,-2292,31.82,351,-68,-450,,
911,8856,13228,-1892,32.01,-551,-937,-435,,
912,8732,13428,-1696,31.92,-60,112,-266,,
913,8856,13352,-1716,31.92,-301,551,-100,,
914,8804˛                                                                       ,,,,,,,,
915,14536,11980,-3516,31.97,-2340,-11220,79,,
916,14160,9748,-1560,31.87,-657,-6986,2656,,
917,12524,10688,-5744,31.87,248,-2339,3289,,
918,13012,11088,-4020,31.82,7849,10893,3025,,
919,12620,9176,-6504,32.01,-2745,-8671,3138,,
920,13124,7212,-3396,31.97,-198,-10951,2775,,
921,13960,7520,-4904,31.87,-4303,-15572,3994,,
922,10508,10224,-6180,31.82,-1657,-8730,3581,,
923,9492,11512,-7248,31.92,-245,-13294,-4228,,
924,8556,10524,-8136,31.78,604,-5922,-2171,,
925,8276,11780,-8472,31.87,-1207,-10134,-2687,,
926,6672,12960,-10092,31.87,-6049,-7221,5943,,
927,6196,8640,-10352,31.87,415,-11073,2401,,
928,5112,8484,-11664,31.97,-1769,-8126,969,,
929,4488,7192,-10760,31.82,895,-2221,-1626,,
930,3240,8328,-12384,31.92,2609,-1442,-3811,,
931,4660,10028,-9760,31.97,1887,-8625,-2650,,
932,692,9348,-10564,31.92,1393,-8198,-4426,,
933,-2604,8864,-11648,31.87,1050,-10102,802,,
934,1420,8904,-10900,31.92,265,-10321,-978,,
935,-32,7600,-13260,31.92,2040,-6554,-2508,,
936,-656,3840,-14168,31.87,-429,-5769,-696,,
937,-2116,7516,-12452,31.92,1890,-3205,-1525,,
938,-3300,6708,-11640,31.97,1140,1621,-1235,,
939,-2224,6816,-12488,31.92,4354,5606,-2304,,
940,-1936,7252,-13520,31.87,640,2804,-993,,
941,-900,7348,-12896,31.97,-1883,5041,-2707,,
942,-164,6680,-12516,31.92,-932,2359,-2079,,
943,-872,6848,-12984,31.87,1076,4584,-2340,,
944,-740,6456,-12768,31.97,2269,4661,-1813,,
945,-484,6180,-13120,31.92,1511,1845,-2225,,
946,692,6136,-13476,31.82,150,379,-749,,
947,488,6116,-13292,31.97,153,485,-777,,
948,428,6212,-13496,31.92,66,612,-761,,
949,632,6256,-13304,31.92,-61,834,-261,,
950,632,6516,-13468,31.92,20,650,-214,,
951,704,6420,-13392,31.92,-12,255,-312,,
952,580,6272,-13276,31.97,-196,54,-138,,
953,896,6256,-13560,31.92,160,344,-161,,
954,848,6064,-13292,31.92,219,717,-212,,
955,856,6264,-13484,31.87,243,476,-126,,
956,928,5756,-13408,31.92,399,943,-224,,
957,1052,5764,-13600,31.82,385,1298,-163,,
958,1360,5904,-13480,32.01,-198,107,-37,,
959,1192,5920,-13620,31.92,-197,-229,10,,
960,1440,5828,-13440,31.87,-157,255,-43,,
961,1456,5884,-13668,31.87,-199,-938,45,,
962,1256,5848,-13260,31.82,-9,-311,-206,,
963,1308,5676,-13600,31.92,-33,325,-123,,
964,1272,5532,-13904,31.97,-231,-1087,252,,
965,1052,5724,-13276,31.87,-762,-679,150,,
966,1272,6080,-13528,31.97,-14,-53,-91,,
967,1000,5624,-13576,31.92,-169,-242,-88,,
968,924,5772,-13492,31.82,-409,-72,-56,,
969,1200,5660,-13588,31.87,-127,193,-75,,
970,1216,5516,-13620,31.92,-349,-87,-89,,
971,1288,5808,-13532,31.92,-337,-131,-7,,
972,1288,5688,-13688,31.87,-181,-16,-132,,
973,1096,5572,-13756,31.78,-317,-306,-79,,
974,1048,5632,-13808,31.92,-233,-347,43,,
975,1216,5452,-13420,31.92,-103,1,-74,,
976,1188,5636,-13600,31.87,6,681,-238,,
977,1356,5568,-13696,31.87,7,644,-254,,
978,1336,5576,-13796,31.92,-785,235,-79,,
979,1532,5660,-13648,32.01,-931,-515,66,,
980,1396,5680,-13756,31.87,-498,-219,104,,
981,1356,5788,-13452,31.97,-678,-910,133,,
982,1280,5772,-13648,31.92,-167,-49,-96,,
983,1416,5760,-13840,32.01,-17,159,-88,,
984,1328,5640,-13744,31.92,-450,-616,-78,,
985,1028,5484,-13644,31.82,-786,-853,102,,
986,1276,5676,-13524,31.92,-551,-370,23,,
987,1200,6020,-13692,31.92,-633,-482,-95,,
988,1096,5816,-13452,31.92,-503,-354,-152,,
989,1092,5800,-13512,31.92,-303,-126,-241,,
990,1136,5820,-13612,31.82,-241,233,-178,,
991,1280,5748,-13624,31.92,-195,336,-267,,
992,1468,5596,-13640,31.92,-196,329,-245,,
993,1532,5656,-13680,31.92,-62,114,-253,,
994,1388,5648,-13624,31.87,-224,-100,-109,,
995,1272,5620,-13724,31.87,-270,-222,-81,,
996,1352,5608,-13524,31.78,-309,-161,-92,,
997,1396,5648,-13560,31.97,-307,-48,-184,,
998,1440,5588,-13576,31.87,-218,127,-142,,
999,1344,5724,-13580,31.97,-236,-34,-156,,
1000,1464,5604,-13640,31.87,-322,-141,-122,,
1001,1484,5632,-13812,31.87,-207,11,-108,,
1002,1504,5564,-13576,32.01,-282,-173,-95,,
1003,1456,5676,-13680,31.92,-283,-172,-90,,
1004,1420,5620,-13696,31.92,-286,-130,-55,,
1005,1404,5600,-13608,31.92,-317,-200,-78,,
1006,1456,5484,-13624,31.92,-356,-120,-115,,
1007,1368,5492,-13488,31.92,-350,-167,-20,,
1008,1400,5580,-13604,31.92,-274,-35,-109,,
1009,1428,5492,-13720,31.92,-354,-113,-88,,
1010,1472,5588,-13976,31.92,-248,-42,-51,,
1011,1644,5716,-13584,31.87,-338,-370,-120,,
1012,1504,5540,-13548,31.87,-197,-117,-110,,
1013,1564,5332,-13752,31.82,-330,-75,-156,,
1014,1356,6032,-13728,31.97,-424,-376,61,,
1015,1424,5684,-14128,31.97,-893,-981,44,,
1016,1472,5952,-13408,31.97,-477,-614,15,,
1017,1368,5640,-13696,31.97,-144,-44,-213,,
1018,1172,5360,-13528,31.87,-427,-550,-43,,
1019,1288,5584,-13572,31.97,-260,117,-84,,
1020,1296,5764,-13648,31.97,-281,74,-102,,
1021,1476,5788,-13552,31.87,-261,-99,-155,,
1022,1336,5644,-13664,31.87,-178,-124,-163,,
1023,1264,5372,-13532,31.97,-289,-224,-90,,
1024,1396,5608,-13568,31.82,-400,-134,-40,,
1025,1428,5600,-13504,31.82,-380,-120,-93,,
1026,1476,5556,-13688,31.82,-294,-90,-123,,
