,-184864,-4192,30.74,-2214,996,-62,,
490,4396,12424,-8492,30.93,-477,-564,-464,
491,4220,12680,-7548,31.02,271,444,-30,
492,4088,12368,-7916,30.88,-261,-383,279,
493,4168,12512,-8740,31.02,-572,-562,-321,
494,4036,12440,-8228,30.98,-650,-371,-287,
495,4360,12168,-7984,30.98,174,-37,60,
496,4080,12408,-8104,30.98,-664,-1000,180,
497,4056,12280,-8468,30.88,-501,-552,36,
498,4040,12444,-8460,30.98,-339,-178,-87,
499,4188,12508,-8540,30.84,-61,-12,-368,
500,4380,12276,-8156,30.93,-369,-103,-86,
501,4068,12592,-8052,30.93,-303,-174,10,
502,4312,12216,-8112,30.98,-311,-100,76,
503,4316,12156,-8536,30.93,-696,-407,-247,
504,4120,12384,-8064,30.98,-658,-108,-412,
505,4340,12216,-7868,30.98,-32,-182,-20,
506,4020,12288,-8256,30.93,28,-145,71,
507,4020,12296,-8332,31.07,-735,-608,-203,
508,3876,12416,-8132,30.98,-423,-144,-34,
509,4200,12188,-8632,30.98,-101,-130,-48,
510,4276,12272,-8216,31.07,-383,-348,17,
511,4332,12392,-8384,31.02,-567,-349,66,
512,4212,12176,-8576,30.98,-127,35,-73,
513,4000,12060,-8124,30.93,-506,-303,-358,
514,4092,12260,-8132,30.98,-567,-276,-93,
515,4240,12412,-8036,30.93,31,73,-93,
516,4220,12316,-8660,30.98,-670,-747,80,
517,4260,12452,-8332,30.93,-521,-259,-110,
518,4636,12600,-8288,30.93,-424,-110,-403,
519,4164,12328,-8564,30.93,84,110,-152,
520,4312,12456,-8340,30.88,-407,-87,-31,
521,4164,12404,-8532,30.93,-426,-490,151,
522,4568,12436,-8520,31.02,-30,-61,-206,
523,4316,12148,-8268,30.88,-586,-437,-100,
524,4164,12316,-8380,30.98,-473,-356,-177,
525,3772,12212,-7872,30.84,-308,-176,103,
526,4332,12204,-8432,30.98,-306,-305,-119,
527,4120,12492,-8472,31.02,-304,179,-210,
528,4676,12388,-8396,30.98,-375,-316,-38,
529,4232,12388,-8468,30.88,-183,-64,-266,
530,4016,12344,-8300,30.98,-298,-172,-210,
531,4420,12536,-8492,30.98,-304,51,-179,
532,4228,12212,-8616,30.88,-518,-413,-161,
533,4372,12320,-8144,30.88,-368,-221,-126,
534,4292,12168,-8124,30.98,-130,60,-118,
535,4128,12292,-8432,30.93,-526,-390,268,
536,4232,12204,-8144,30.84,-395,-68,-191,
537,4396,12440,-8392,30.93,-279,90,-119,
538,4568,12332,-8460,31.02,-469,-177,-98,
539,4288,12368,-8292,30.88,-467,-27,91,
540,4624,12072,-8356,30.98,-522,-589,-13,
541,4536,12440,-8792,30.93,-91,141,-98,
542,4416,12172,-8120,30.98,-797,-243,104,
543,4192,12300,-7784,30.98,-297,-59,20,
544,3992,12132,-8280,30.93,-337,-160,41,
545,4368,12096,-7924,31.02,-642,-349,-185,
546,4076,12284,-8096,30.93,-166,-58,87,
547,3988,12388,-7896,30.98,-339,-200,-30,
548,4032,12456,-8076,31.02,-127,-77,224,
549,4340,12408,-7896,30.98,-290,44,-35,
550,4704,12096,-8192,30.98,-411,-420,-139,
551,4776,12148,-8028,30.88,124,434,-255,
552,4700,12240,-8604,30.93,-703,-336,-704,
553,4320,12340,-8080,31.02,-55,186,-48,
554,4260,12272,-8332,30.88,-317,-18,-646,
555,3964,12452,-8276,30.88,-264,-54,54,
556,4444,12300,-8152,31.02,-463,19,-106,
557,4780,12104,-8588,30.98,-563,-434,-86,
558,4516,12352,-8304,30.88,-257,-8,-319,
559,4364,12288,-8460,30.98,-170,-123,-385,
560,4188,12276,-8292,30.98,-442,-93,-168,
561,4108,12464,-8144,30.98,-413,-90,-237,
562,4332,12368,-8236,30.93,-393,-166,-115,
563,4440,12376,-8320,30.98,-318,-106,-160,
564,4292,12316,-8112,30.88,-370,-386,8,
565,4192,12324,-8300,30.93,-31,41,-303,
566,4584,12064,-8488,30.98,-547,-428,-60,
567,4364,12452,-8404,30.88,-460,-178,-160,
568,4524,12276,-8376,30.98,-399,62,-243,
569,4576,12248,-8372,30.93,-501,-418,-135,
570,4280,12308,-8436,30.88,-39,2,-55,
571,4184,12152,-7980,30.98,-166,-158,-212,
572,3984,12308,-8132,30.88,-512,-505,-6,
573,4252,12288,-8268,30.93,-250,111,-337,
574,4160,12436,-8364,30.93,-552,-315,-131,
575,4008,12484,-8300,30.93,-120,-212,-224,
576,4268,12468,-8184,31.02,-181,117,-260,
577,4388,12100,-8304,30.93,-537,-557,86,
578,4248,12352,-8508,30.98,-508,-18,-102,
579,4544,12160,-8372,30.98,-420,-522,130,
580,4488,12328,-8408,30.88,-219,72,-346,
581,4380,12304,-8212,30.93,-311,-171,-72,
582,4340,12332,-8516,31.02,-367,-329,-129,
583,4412,12344,-8500,30.93,-382,-171,-50,
584,4208,12388,-8344,30.93,-398,-242,-182,
585,4296,12244,-8292,30.93,-397,-117,149,
586,4516,12288,-8036,30.88,-340,227,-73,
587,4224,12580,-8372,30.98,-575,-468,0,
588,4356,12276,-8456,30.93,-220,-116,-60,
589,4448,12064,-8508,30.98,-395,-396,148,
590,4324,12396,-8148,30.98,-427,-46,-88,
591,4420,12184,-8340,30.93,-290,-92,-88,
592,4292,12244,-8296,30.98,-288,-105,-127,
593,4276,12208,-8108,30.98,-297,-8,-265,
594,4488,12368,-8452,30.98,-363,-208,-204,
595,4184,12400,-8092,30.98,-111,141,-213,
596,4548,12204,-8744,30.88,-759,-627,-73,
597,4448,12256,-8356,30.88,-423,6,-392,
598,4324,12520,-8448,30.93,-136,79,-296,
599,4396,12168,-8424,30.98,-428,-292,3,
600,4084,12360,-8504,30.93,-363,-331,-239,
601,4320,12320,-8384,31.02,70,17,-179,
602,4472,12152,-8120,30.98,-545,-471,21,
603,4088,12404,-8432,30.93,21,269,-542,
604,3824,12492,-8564,31.07,-644,-669,48,
605,4252,12436,-8180,31.02,82,136,-289,
606,4268,12256,-8744,30.98,-863,-924,22,
607,4124,12312,-8324,30.88,-239,123,-136,
608,4404,12116,-8388,30.98,-733,-858,-19,
609,4308,12456,-8408,30.93,16,141,-339,
610,4684,12164,-8240,30.98,-678,-532,-2,
611,4372,12160,-8352,30.88,-496,-303,83,
612,4532,12116,-8212,30.84,-299,-127,-100,
613,4352,12180,-8188,30.93,-514,-379,-144,
614,4412,12272,-8280,30.98,-510,-373,-104,
615,4456,12160,-8384,30.88,-361,-194,-102,
616,4372,12136,-8412,30.88,13,107,-26,
617,4476,12308,-8172,30.93,-462,-214,-33,
618,4420,12216,-8436,30.93,-216,-116,-127,
619,4436,12228,-8144,30.93,-537,-408,-79,
620,4496,12116,-8184,30.98,-384,-183,-132,
621,4428,12076,-8388,30.93,-272,-140,-139,
622,4584,12128,-8412,30.93,-114,-178,-163,
623,4352,12176,-8232,30.93,-512,-303,-95,
624,4420,12212,-8368,30.93,-379,-96,-149,
625,4420,12216,-8276,30.93,-453,-236,-123,
626,4028,12388,-8652,30.93,-421,-443,-176,
627,4428,12496,-8348,31.02,-251,42,-248,
628,4296,12216,-8412,30.88,-265,-139,49,
629,4484,12208,-8312,30.88,-327,54,-233,
630,4352,12252,-8384,31.02,-446,-101,-110,
631,4520,12284,-8092,30.93,-519,-261,-190,
632,4284,12284,-8408,30.93,-135,-22,-215,
633,4296,12344,-8216,30.93,-524,-317,-11,
634,4160,12284,-8208,31.02,-257,177,-176,
635,4472,12088,-8408,30.98,-384,-268,-67,
636,4388,12288,-8228,30.98,-120,147,-315,
637,4364,12296,-8280,30.88,-257,-516,-23,
638,4356,12136,-8464,30.88,-480,-235,-340,
639,4396,12416,-8208,30.98,-137,364,-474,
640,4064,12328,-8720,30.88,-769,-757,110,
641,4284,12340,-8256,30.93,74,-31,-125,
642,4480,12040,-8616,30.98,-768,-733,-224,
643,4124,12400,-8568,30.88,-235,-98,-27,
644,4240,12312,-8368,30.98,-483,-104,-55,
645,4144,12420,-8576,30.84,-329,-337,-26,
646,4236,12352,-8196,31.02,-173,28,-214,
647,4364,12216,-8400,30.88,-351,-616,-5,
648,4112,12428,-8276,30.88,-141,272,-406,
649,4308,12344,-8148,30.98,-370,17,-188,
650,4324,12324,-8308,30.93,-301,-121,-135,
651,4416,12172,-8396,30.84,-402,-392,-47,
652,4016,12528,-8468,31.02,-440,-135,-239,
653,4232,12332,-8408,30.93,-454,-301,-33,
654,4304,12276,-8316,30.93,-19,173,-179,
655,4468,12092,-8136,30.88,-414,-220,-20,
656,4132,12404,-8496,30.88,-439,-209,-202,
657,4344,12140,-8236,30.88,-416,-146,-127,
658,4296,12452,-8220,30.98,-103,97,-140,
659,4344,12236,-7972,30.98,-407,-330,-36,
660,4332,12144,-8440,30.98,-551,-390,-9,
661,4580,12176,-8156,30.84,-368,-211,-32,
662,3944,12532,-8576,30.93,-406,-511,-26,
663,4236,12360,-8456,30.93,-322,55,-190,
664,4384,12168,-8500,30.88,-404,-87,-148,
665,4216,12436,-8156,30.98,-338,-107,-160,
666,4304,12240,-8200,30.98,-134,310,-212,
667,4556,11976,-8184,30.98,-498,-82,-331,
668,4128,12500,-8336,30.98,-335,109,-342,
669,4280,12252,-8516,30.98,-532,-264,-124,
670,4168,12208,-8596,30.88,-152,-333,-64,
671,4116,12392,-8216,30.98,-26,123,-193,
672,4204,12312,-8492,30.93,-573,-303,-32,
673,4336,12268,-8372,30.98,-236,-108,-189,
674,4248,12228,-8528,30.98,-212,-221,-17,
675,4228,12428,-8404,31.07,-473,-370,-108,
676,4352,12208,-8344,30.98,-435,-147,-174,
677,4220,12264,-8500,31.07,-435,-299,-32,
678,4348,12212,-8500,30.88,-296,0,-212,
679,4284,12200,-8524,30.93,-574,-729,-86,
680,4328,12340,-8316,30.93,-250,-61,-129,
681,4308,12064,-8412,30.93,-554,-315,-5,
682,4348,12180,-7876,30.98,-150,-169,-367,
683,4200,12064,-8376,30.98,-712,-685,21,
684,4036,12448,-8244,30.93,-514,-54,-221,
685,4472,12148,-8172,31.02,-540,-263,-178,
686,4084,12472,-8616,30.93,-62,251,-476,
687,4476,12020,-8200,30.84,-305,16,-338,
688,4196,12448,-8228,30.88,-550,-53,-51,
689,4304,12312,-8284,30.93,-208,-246,1,
690,4540,12152,-8464,31.07,-224,-318,-11,
691,4256,12192,-8464,30.98,-392,-264,59,
692,4144,12468,-8260,30.93,-570,-218,289,
693,4352,12268,-8284,30.93,-169,-198,56,
694,4632,12316,-8296,30.98,-237,-99,-58,
695,4736,12004,-8564,30.98,-226,-542,-160,
696,4192,12484,-8264,30.98,-416,13,42,
697,4120,12104,-8112,30.93,-615,54,-24,
698,4260,12240,-8624,30.98,-187,-480,-13,
699,4428,11852,-8520,30.93,-324,-418,-82,
700,4284,12384,-8344,30.93,-341,230,-439,
701,3896,12460,-8240,30.93,-312,-24,-113,
702,4336,12152,-8508,30.93,-129,3,-184,
703,4440,12248,-8332,30.98,-296,143,-185,
704,4344,12312,-8516,30.93,-607,-319,-13,
705,4320,12308,-8644,31.02,-61,24,-198,
706,4548,12036,-8032,30.98,-659,-479,-102,
707,3928,12096,-8428,30.98,-437,-23,-215,
708,4364,12324,-8528,30.88,-578,-500,-42,
709,4464,12296,-8372,31.02,-36,-105,-231,
710,4464,12236,-8692,31.02,-601,28,-567,
711,4032,12368,-8240,30.88,-314,274,-257,
712,4524,12188,-7988,30.88,-484,-499,-23,
713,4220,12056,-8348,30.98,-5,-468,-318,
714,4084,12460,-8688,30.93,-514,-316,-354,
715,4128,12272,-8356,30.93,-315,-5,-22,
716,4492,12020,-8676,30.98,-313,-265,-275,
717,4016,12244,-8564,30.93,-346,67,-145,
718,4216,12356,-8064,30.88,-94,64,-275,
719,4352,12128,-8320,30.93,-478,-696,142,
720,4252,12208,-8296,30.93,-75,9,-100,
721,4308,12336,-8168,30.93,-539,-291,18,
722,4280,12128,-8428,31.02,-141,-91,-179,
723,4460,12024,-8576,30.98,-671,-314,-152,
724,4356,12252,-8328,30.88,-409,-431,9,
725,4184,12200,-8696,30.88,-129,-47,-155,
726,4244,12380,-8496,30.93,-619,-122,-261,
727,3876,12312,-8604,30.98,-273,-261,-81,
728,4116,12328,-8160,30.93,231,538,-313,
729,4284,11984,-8024,30.98,-517,-451,-98,
730,3936,12248,-8496,30.98,-232,-125,121,
731,4492,12032,-8368,30.98,-499,-344,-35,
732,4236,12280,-8364,30.98,-381,-238,-222,
733,3940,12484,-8380,30.98,-189,282,-231,
734,4664,11972,-8400,30.98,-301,-19,-52,
735,4240,12164,-8480,31.07,-513,-253,-90,
736,4288,12252,-7836,31.02,-196,-109,-182,
737,4344,12324,-8232,30.98,-202,2,-120,
738,4468,11880,-8080,30.98,-215,-99,-141,
739,4068,12564,-8328,30.98,-253,-26,-139,
740,4456,12140,-8332,30.98,-558,-493,-62,
741,4448,12160,-8332,30.98,-223,-147,-178,
742,4380,12024,-8816,30.93,-367,-535,10,
743,4300,12296,-8240,30.93,-276,27,-146,
744,4328,12008,-8292,30.98,-533,-397,97,
745,4324,12048,-8584,31.02,-416,-240,-198,
746,4488,12196,-8540,31.02,-380,-222,-60,
747,4260,12216,-8568,30.93,-428,-378,-226,
748,4364,12220,-8472,30.93,-365,-387,56,
749,4452,11984,-8472,30.88,-490,92,-137,
750,4408,12104,-9476,30.98,-418,-360,73,
751,4332,12308,-8084,30.93,-129,-179,-83,
752,4172,12452,-8496,31.07,-338,-201,-180,
753,4252,12288,-7892,30.98,-90,161,-173,
754,4280,12232,-9136,30.88,-646,-741,38,
755,4452,12260,-8344,30.93,-239,129,-198,
756,4372,12252,-8396,30.84,-362,-184,-67,
757,4544,12040,-8164,30.93,-259,-117,-132,
758,4540,12180,-8504,30.93,-254,-80,-193,
759,4600,11980,-8620,30.93,-297,2,-484,
760,4228,12204,-8560,30.98,-648,-420,-241,
761,4260,12220,-8236,30.93,-119,-70,-172,
762,4288,12156,-8296,31.02,-128,35,-21,
763,4576,12012,-8252,31.07,-414,4,-780,
764,4304,12236,-8644,30.93,-310,-143,-424,
765,3972,12580,-8128,31.02,-393,-48,-215,
766,4216,12160,-8432,31.02,-628,-513,-51,
767,4268,12220,-8420,30.93,-358,-138,-212,
768,4164,12236,-8136,31.02,137,358,-247,
769,4176,12272,-8612,30.98,-572,-444,-65,
770,4348,12128,-8672,30.98,-444,-108,-136,
771,4172,12060,-8388,31.02,-346,-85,-77,
772,4156,12168,-8464,30.88,-334,-191,-155,
773,4332,12240,-8472,31.02,-247,58,-247,
774,4280,12168,-8548,30.98,-705,-392,328,
775,4252,12276,-8280,30.88,-475,-124,-98,
776,4272,12156,-8588,30.98,-399,-282,98,
777,4492,12156,-8220,30.93,-405,-289,-132,
778,4320,12164,-8636,30.88,-372,-194,-150,
779,4056,12092,-8144,30.88,-459,-335,1,
780,4396,12168,-8388,30.93,-344,-76,-170,
781,4384,11992,-8396,30.98,-439,-325,-35,
782,4296,12152,-8504,30.98,-190,-99,-114,
783,4332,12108,-8384,30.98,-347,-144,-127,
784,4428,12136,-8360,30.98,-271,-79,-97,
785,4348,12228,-8580,30.98,-390,-337,-162,
786,4452,12184,-8452,31.07,-400,-370,-238,
787,4356,12140,-8344,30.88,-327,-102,-6,
788,4332,12176,-8424,30.88,-432,-252,-124,
789,4496,12052,-8632,30.98,-301,-95,-122,
790,4096,12316,-8452,30.88,-307,-14,-207,
791,4116,12276,-8768,31.02,-637,-569,24,
792,4392,12204,-7796,30.98,-233,-173,-142,
793,4432,12128,-8268,31.02,-207,129,-179,
794,4484,12236,-8348,30.98,-497,-295,73,
795,4388,12212,-8684,30.98,-1090,-533,-171,
796,3012,12304,-9276,30.98,-2360,-2126,-77,
797,4124,12616,-8048,31.02,-1487,-332,-607,
798,3756,12304,-7796,30.98,-2183,-771,-303,
799,4028,12748,-7896,30.88,-2010,-937,-218,
800,3832,12936,-7092,30.93,-95,435,-102,
801,4008,13036,-7212,30.98,1957,1236,91,
802,4680,12112,-8656,30.98,22,-590,65,
803,4240,12384,-7896,30.98,-261,435,-119,
804,4052,12548,-8248,30.88,203,334,-3,
805,3952,12344,-7936,31.02,-789,-554,66,
806,3812,12784,-7392,30.88,452,305,-215,
807,4308,12556,-8052,31.02,-487,-84,-126,
808,4176,12320,-8292,30.93,153,110,-99,
809,4136,12460,-7920,30.98,46,96,-152,
810,4224,12600,-8064,30.93,-118,-309,-123,
811,4304,12464,-8032,30.93,-43,60,-209,
812,4388,12264,-8288,30.98,-216,-239,-97,
813,4096,12456,-8052,30.98,-237,-226,-121,
814,4304,12368,-8388,30.98,-445,-137,-1,
815,4488,12420,-8168,30.93,-390,-93,-116,
816,4444,12456,-8240,30.88,-47,-113,-272,
817,4248,12428,-8332,30.88,-345,-278,-115,
818,4232,12232,-8236,30.98,-453,-434,-116,
819,4536,12184,-8236,30.98,-425,-287,-76,
820,4300,12376,-8140,30.98,-342,-207,-146,
821,4236,12432,-8024,30.98,-325,-568,-83,
822,4548,12168,-8464,30.98,-351,-220,-238,
823,4288,12272,-8352,31.07,-438,-281,-36,
824,4268,12264,-8208,30.98,-387,-223,-203,
825,4396,12296,-8132,30.98,-403,-103,-67,
826,4408,12204,-8232,30.88,-513,-351,-70,
827,4064,12352,-8244,30.88,-188,144,-236,
828,4256,12400,-8512,30.93,-358,-310,-151,
829,4288,12372,-8232,30.98,-354,-234,-148,
830,4240,12104,-8204,30.98,-287,-37,-126,
831,4028,12492,-8300,30.88,-358,-287,-28,
832,4276,12228,-8332,30.98,-350,-131,-143,
833,4152,12332,-8300,30.98,-285,-217,-153,
834,4560,12080,-8396,30.98,-252,-299,-171,
835,4384,12388,-8252,30.88,-325,-192,-141,
836,4384,12280,-8476,30.98,-447,-79,-155,
837,4532,12144,-8012,30.88,-321,-170,-137,
838,4344,12264,-8360,30.98,-372,-199,-117,
839,4264,12440,-8204,30.98,-341,-50,-68,
840,4184,12420,-8184,30.98,-417,-149,-90,
841,4268,12228,-8216,30.98,-241,29,-142,
842,4380,12352,-8312,30.93,-468,-350,-100,
843,4128,12356,-8464,30.98,-100,-3,-202,
844,4440,12108,-8388,30.93,-541,-402,-129,
845,4180,12572,-8328,31.02,-271,-154,-64,
846,4436,12284,-8276,30.93,-508,-126,-9,
847,4188,12328,-8480,30.93,-215,-175,-163,
848,4404,12236,-8400,30.93,-273,-161,-93,
849,4316,12336,-8268,30.93,-393,-116,-262,
850,4324,12308,-8100,30.93,-319,-264,-142,
851,4316,12300,-8180,30.93,-253,-138,-104,
852,4356,12216,-8308,30.93,-105,-82,-104,
853,4436,12216,-8360,30.93,-343,-277,-166,
854,4096,12252,-8380,31.02,-364,-189,-126,
855,4480,12220,-8276,31.02,-332,-242,-100,
856,4192,12264,-8532,30.98,-307,-297,-2,
857,4200,12356,-8152,30.93,-254,-197,-111,
858,4220,12344,-8400,30.93,-267,-318,-226,
859,4276,12184,-8224,30.98,-144,-141,-216,
860,4100,12368,-8436,30.98,-326,-196,-136,
861,4332,12268,-8300,30.98,-286,-29,-76,
862,4276,12252,-8288,30.88,-342,-260,-149,
863,4576,12244,-8364,30.98,-278,-248,21,
864,4040,12192,-8724,30.93,113,-124,-257,
865,4188,12332,-8360,30.93,-153,-103,-381,
866,4324,12144,-8572,31.02,-580,-412,-85,
867,4268,12092,-8704,31.02,-532,-700,-128,
868,4332,12096,-8480,31.02,-190,-423,-83,
869,4264,12192,-8420,30.93,374,144,-321,
870,4080,12188,-8696,30.98,-135,-579,-72,
871,4364,11876,-8700,30.98,-445,-718,-431,
872,3716,12172,-8080,30.98,-154,-256,-366,
873,4972,12084,-8960,30.98,-269,-221,-483,
874,4028,12152,-8384,30.98,-483,-181,-435,
875,3868,12128,-8896,30.98,-324,-473,-263,
876,3992,12232,-8300,30.98,-483,-135,-155,
877,3968,12256,-8472,30.93,-170,-256,-298,
878,3996,12304,-8704,31.02,-243,-228,-201,
879,4000,12412,-8376,31.02,-398,246,-191,
880,4048,12236,-8608,30.93,-428,-292,-150,
881,3852,12316,-8608,30.93,-678,-393,-48,
882,3956,12100,-8412,30.93,-476,-22,-162,
883,3936,12272,-8728,31.02,-378,-209,-172,
884,3940,12332,-8488,31.02,-552,-256,42,
885,4072,12128,-8392,30.88,-256,72,-205,
886,3900,12192,-8768,30.98,-301,-350,-15,
887,4132,12144,-8448,30.93,-633,-214,212,
888,4284,11872,-8540,30.93,-374,-289,-93,
889,4184,12164,-8608,30.93,-100,-149,-37,
890,3964,12152,-8284,30.84,-309,-16,-78,
891,4032,12164,-8544,30.98,-448,-83,34,
892,4080,12016,-8504,30.93,-548,-170,78,
893,4332,12236,-8596,31.02,-338,-153,-186,
894,4260,12048,-8572,31.02,-510,-470,-30,
895,4204,12192,-8600,30.84,-409,-243,-172,
896,4100,12132,-8424,30.93,-344,-292,118,
897,4300,11872,-8248,30.84,-207,-108,-121,
898,4136,12324,-8344,30.93,-397,-351,-119,
899,4156,12120,-8424,30.93,-247,-352,-122,
900,4184,12264,-8584,30.88,-494,-130,-29,
901,4204,12092,-8400,30.93,-436,-166,-100,
902,3920,12360,-8760,30.98,-520,-556,67,
903,4160,12108,-8504,30.93,-395,-215,-158,
904,4324,12156,-8648,30.93,-420,-213,-219,
905,4340,12228,-8388,31.02,-244,-472,-76,
906,4084,12344,-8548,30.93,-400,-316,-334,
907,4168,12328,-8772,30.93,-166,34,-110,
908,3876,11868,-8536,30.93,-215,-847,70,
909,4096,12372,-8224,31.07,-309,28,-283,
910,4144,12208,-8272,30.93,-712,-615,-11,
911,4240,12024,-8804,30.93,-296,-185,-139,
912,4260,12096,-8440,30.93,-505,-462,55,
913,4124,12164,-8576,30.98,-282,-83,-181,
914,3844,12412,-8536,30.98,-582,-552,14,
915,3968,12272,-8608,30.98,-345,-339,-161,
916,4100,12124,-8376,30.98,-442,-114,-50,
917,3752,12276,-8952,30.98,-393,-295,-121,
918,4100,12132,-8456,30.98,-250,-36,-171,
919,4180,12052,-8516,30.93,-422,-286,-115,
920,4132,12104,-8604,30.98,-273,-31,-213,
921,4260,12228,-8528,30.93,-424,-88,-86,
922,3700,12284,-8764,30.93,-520,-498,-105,
923,4272,12176,-8620,30.93,-273,-8,-142,
924,3972,11900,-8404,30.88,-311,-237,-145,
925,4104,12244,-8404,30.98,-307,-217,-46,
926,4220,12144,-8480,30.88,-320,94,-281,
927,4036,12320,-8440,30.93,-494,-36,-87,
928,4028,12184,-8508,30.93,-262,-224,-5,
929,4116,12144,-8552,30.98,-426,-213,-95,
930,4112,11936,-8184,30.98,-394,-240,-271,
931,4092,12088,-8608,30.88,-434,-355,-15,
932,4228,12000,-8416,30.98,-256,-128,-138,
933,3976,12332,-8932,30.98,-484,-453,-134,
934,4092,12168,-8244,30.98,-249,9,-217,
935,4104,11952,-8144,31.02,-462,-236,-189,
936,4096,12248,-8528,31.07,-501,-258,-90,
937,4196,12184,-8400,30.93,-144,-39,-174,
938,4060,12192,-8404,30.93,-484,-447,-53,
939,4068,12284,-8448,30.93,-192,-60,-269,
940,4260,12096,-8384,31.02,-579,-629,-17,
941,4104,12052,-8368,30.93,-395,-189,-19,
942,4324,11960,-8536,30.84,-206,-222,-118,
943,4048,12176,-8480,30.93,-362,-25,-115,
944,3968,12220,-8360,30.98,-720,-720,69,
945,3940,12152,-8688,30.98,-379,-126,-180,
946,3984,12084,-8184,30.88,-299,130,-187,
947,4204,12176,-8548,30.98,-487,-222,-127,
948,4032,12180,-8728,30.98,-431,-418,-62,
949,4064,12144,-8484,30.88,-291,-133,-86,
950,4112,12192,-8496,31.02,-506,-216,-130,
951,4228,11980,-8460,30.98,-271,-19,-203,
952,4064,12244,-8412,30.93,-367,-207,-41,
953,4264,12096,-8580,30.93,-288,-58,-152,
954,4180,12128,-8680,30.98,-168,-213,-137,
955,4196,12264,-8512,30.93,-374,-63,-105,
956,4036,12172,-8428,30.98,-458,-453,-160,
957,4216,12120,-8480,30.93,-54,39,-196,
958,4188,12040,-8564,30.98,-626,-462,-161,
959,4060,12116,-8576,30.98,-372,70,-152,
960,4240,12064,-8360,30.93,-159,-157,-112,
961,4172,12104,-8428,30.93,-500,-340,-10,
962,4068,12160,-8440,31.02,-308,-80,-51,
963,3996,12160,-8348,31.07,-79,74,-238,
964,4112,12284,-8480,30.93,-295,-49,-275,
965,3944,12348,-8368,30.93,-425,-226,-105,
966,4068,12164,-8704,30.93,-302,-509,-28,
967,4060,12264,-8784,30.84,-240,-55,-240,
968,4092,12092,-8624,30.84,-738,-467,-38,
969,4068,12116,-8548,30.88,-116,-42,-173,
970,4104,11948,-8536,30.98,-459,-275,-133,
971,4048,12272,-8452,30.93,-345,-81,-112,
972,4192,11964,-8416,30.98,-231,-148,-103,
973,3900,12204,-8760,30.84,-306,-135,-146,
974,4048,12156,-8484,31.02,-329,-84,-107,
975,4112,12168,-8372,30.84,-491,-372,-79,
976,3628,12480,-8372,30.93,-300,-240,-99,
977,3620,12284,-8472,30.98,-354,-185,-87,
978,3748,12252,-8404,30.93,-307,-354,-73,
979,3848,12308,-8512,30.98,-321,-247,-5,
980,3800,12232,-8396,30.93,-378,-274,-145,
981,3860,12204,-8532,30.98,-409,-254,-104,
982,3704,12256,-8452,30.93,-354,-222,-98,
983,3708,12288,-8500,30.88,-465,-189,-137,
984,3692,12360,-8380,30.88,-323,-153,-72,
985,3848,12220,-8480,30.88,-444,-287,-159,
986,3712,12296,-8464,30.98,-377,-188,-97,
987,3748,12248,-8412,30.98,-365,-192,-174,
988,3632,12356,-8612,30.88,-324,-184,-81,
989,3732,12372,-8268,30.93,-290,-219,-149,
990,3748,12328,-8592,30.93,-324,-292,-129,
991,3712,12340,-8572,30.98,-370,-249,-112,
992,3596,12212,-8404,30.98,-350,-198,-147,
993,3744,12228,-8556,30.88,-300,-204,-119,
994,3708,12320,-8528,30.88,-327,-200,-169,
995,3716,12172,-8504,30.88,-294,-183,-90,
996,3668,12228,-8448,30.93,-381,-264,-164,
997,3676,12228,-8512,31.02,-318,-178,-118,
998,3656,12340,-8564,30.98,-427,-233,-198,
999,3692,12352,-8584,30.88,-597,-252,-522,
1000,3624,12280,-8412,30.88,-367,-144,-92,
1001,3748,12152,-8500,30.93,-421,-97,-8,
1002,3708,12324,-8460,30.88,-469,-194,-322,
1003,3692,12264,-8496,30.88,-280,-65,10,
1004,3664,12280,-8412,30.88,-424,-238,-190,
1005,3696,12264,-8580,30.88,-365,-59,-50,
1006,3644,12392,-8436,30.93,-451,-177,-264,
1007,3824,12236,-8540,30.93,-304,-124,-72,
1008,3696,12316,-8616,30.98,-441,-163,-125,
1009,3672,12264,-8568,30.98,-386,-141,-179,
1010,3636,12376,-8456,30.88,-411,-164,-184,
1011,3800,12264,-8508,30.93,-347,-203,-119,
1012,3816,12428,-8564,30.93,-371,-152,-118,
1013,3708,12220,-8544,30.93,-354,-166,-82,
1014,3728,12448,-8416,30.98,-297,-173,-111,
1015,3724,12392,-8484,30.88,-450,-193,-105,
1016,3640,12328,-8548,30.88,-328,-158,-126,
1017,3776,12304,-8524,30.88,-446,-247,-134,
1018,3676,12260,-8492,30.88,-299,-155,-114,
1019,3680,12392,-8392,30.84,-382,-215,-76,
1020,3736,12316,-8456,30.93,-344,-223,-81,
1021,3724,12256,-8420,30.88,-313,-172,-98,
1022,3796,12272,-8428,30.88,-440,-216,-225,
1023,3632,12400,-8436,30.93,-417,-255,-274,
1024,3788,12300,-8296,30.93,-223,-108,50,
1025,3824,12324,-8388,30.98,-342,-222,-40,
1026,3788,12400,-8432,31.02,-234,-171,-84,
1027,3664,12224,-8416,30.93,-344,-239,-154,
1028,3720,12240,-8452,30.88,-293,-223,-63,
1029,3780,12300,-8452,30.98,-423,-267,-147,
1030,3772,12284,-8544,30.88,-310,-195,-111,
1031,3688,12336,-8524,30.93,-328,-201,-108,
